Tidal_Volume,Respiratory_Rate,FiO2,PEEP,PIP,Time,label,parameter
549,19,59,6,26,2,Not malfunction,parameters are working correctly
581,13,47,12,21,9,Malfunction,PEEP
502,17,25,7,24,7,Malfunction,FiO2
818,15,46,5,26,9,Malfunction,Tidal_Volume
633,14,54,8,25,2,Not malfunction,parameters are working correctly
459,5,56,7,30,10,Malfunction,Respiratory_Rate
591,13,42,7,21,2,Not malfunction,parameters are working correctly
732,16,42,12,22,6,Malfunction,PEEP
531,11,48,8,27,10,Malfunction,Respiratory_Rate
812,17,48,7,23,9,Malfunction,Tidal_Volume
873,18,49,8,23,9,Malfunction,Tidal_Volume
930,17,43,8,25,8,Malfunction,Tidal_Volume
885,15,50,7,17,7,Malfunction,Tidal_Volume
675,9,50,7,22,6,Malfunction,Respiratory_Rate
548,18,55,9,27,1,Not malfunction,parameters are working correctly
489,15,40,7,22,1,Not malfunction,parameters are working correctly
652,20,42,10,23,5,Not malfunction,parameters are working correctly
587,16,30,8,22,9,Malfunction,FiO2
411,16,50,14,26,10,Malfunction,PEEP
613,14,22,7,25,10,Malfunction,FiO2
398,17,47,13,24,6,Malfunction,PEEP
587,13,40,6,25,1,Not malfunction,parameters are working correctly
509,17,21,6,24,9,Malfunction,FiO2
907,13,49,6,23,8,Malfunction,Tidal_Volume
487,18,24,6,24,6,Malfunction,FiO2
562,14,56,6,40,10,Malfunction,PIP
655,15,57,5,24,1,Not malfunction,parameters are working correctly
932,14,52,7,24,8,Malfunction,Tidal_Volume
529,20,27,8,24,7,Malfunction,FiO2
525,16,55,9,21,3,Not malfunction,parameters are working correctly
577,11,43,14,27,8,Malfunction,PEEP
398,14,24,6,24,8,Malfunction,FiO2
472,14,44,7,28,1,Not malfunction,parameters are working correctly
547,18,60,7,21,2,Not malfunction,parameters are working correctly
361,15,57,7,38,6,Malfunction,PIP
690,19,56,10,20,5,Not malfunction,parameters are working correctly
558,16,54,8,28,3,Not malfunction,parameters are working correctly
654,18,51,5,26,2,Not malfunction,parameters are working correctly
701,15,51,14,24,9,Malfunction,PEEP
668,15,46,10,30,5,Not malfunction,parameters are working correctly
401,13,53,6,23,4,Not malfunction,parameters are working correctly
603,14,50,5,26,5,Not malfunction,parameters are working correctly
478,16,21,7,25,9,Malfunction,FiO2
869,17,43,8,25,8,Malfunction,Tidal_Volume
412,13,47,5,23,2,Not malfunction,parameters are working correctly
685,14,52,8,30,3,Not malfunction,parameters are working correctly
546,19,49,8,30,2,Not malfunction,parameters are working correctly
590,12,54,10,28,3,Not malfunction,parameters are working correctly
597,12,49,10,30,2,Not malfunction,parameters are working correctly
576,14,46,6,30,2,Not malfunction,parameters are working correctly
411,18,45,9,22,5,Not malfunction,parameters are working correctly
576,5,50,6,25,10,Malfunction,Respiratory_Rate
505,17,25,6,26,7,Malfunction,FiO2
672,12,60,9,26,1,Not malfunction,parameters are working correctly
822,14,48,5,27,8,Malfunction,Tidal_Volume
432,7,55,8,27,7,Malfunction,Respiratory_Rate
559,15,46,7,21,2,Not malfunction,parameters are working correctly
690,15,54,7,30,3,Not malfunction,parameters are working correctly
473,13,42,6,21,3,Not malfunction,parameters are working correctly
671,14,46,7,30,4,Not malfunction,parameters are working correctly
662,15,52,7,36,8,Malfunction,PIP
888,14,54,6,26,9,Malfunction,Tidal_Volume
408,19,54,7,21,2,Not malfunction,parameters are working correctly
522,20,50,7,23,3,Not malfunction,parameters are working correctly
866,14,48,7,28,7,Malfunction,Tidal_Volume
494,16,50,5,28,5,Not malfunction,parameters are working correctly
634,18,50,10,26,4,Not malfunction,parameters are working correctly
506,8,51,8,26,6,Malfunction,Respiratory_Rate
474,14,28,9,20,9,Malfunction,FiO2
544,16,53,5,24,5,Not malfunction,parameters are working correctly
493,13,40,6,39,10,Malfunction,PIP
493,6,56,6,29,9,Malfunction,Respiratory_Rate
695,12,47,5,22,2,Not malfunction,parameters are working correctly
980,17,53,3,25,9,Malfunction,Tidal_Volume
620,16,29,7,28,9,Malfunction,FiO2
442,15,51,6,22,3,Not malfunction,parameters are working correctly
577,13,51,14,23,8,Malfunction,PEEP
473,7,62,6,22,6,Malfunction,Respiratory_Rate
457,16,25,7,24,6,Malfunction,FiO2
406,17,51,6,20,4,Not malfunction,parameters are working correctly
557,20,55,8,23,5,Not malfunction,parameters are working correctly
441,19,54,7,26,1,Not malfunction,parameters are working correctly
569,19,58,9,24,3,Not malfunction,parameters are working correctly
465,15,59,9,20,3,Not malfunction,parameters are working correctly
515,14,53,13,24,7,Malfunction,PEEP
835,15,54,6,24,6,Malfunction,Tidal_Volume
494,14,42,10,30,1,Not malfunction,parameters are working correctly
508,13,57,8,24,4,Not malfunction,parameters are working correctly
675,17,50,9,26,5,Not malfunction,parameters are working correctly
595,14,44,15,23,6,Malfunction,PEEP
644,14,45,6,36,6,Malfunction,PIP
499,10,47,7,23,7,Malfunction,Respiratory_Rate
571,17,54,13,22,10,Malfunction,PEEP
570,14,52,10,40,7,Malfunction,PIP
659,16,55,6,40,9,Malfunction,PIP
573,13,53,10,28,3,Not malfunction,parameters are working correctly
544,20,57,9,29,4,Not malfunction,parameters are working correctly
689,18,48,9,26,1,Not malfunction,parameters are working correctly
460,13,40,10,24,3,Not malfunction,parameters are working correctly
564,7,55,7,30,8,Malfunction,Respiratory_Rate
660,16,48,9,40,8,Malfunction,PIP
620,9,49,6,22,8,Malfunction,Respiratory_Rate
417,13,57,6,37,6,Malfunction,PIP
558,12,44,8,25,5,Not malfunction,parameters are working correctly
540,14,45,15,28,8,Malfunction,PEEP
486,12,52,5,27,3,Not malfunction,parameters are working correctly
557,18,23,7,27,10,Malfunction,FiO2
944,14,38,8,26,8,Malfunction,Tidal_Volume
607,15,54,5,23,3,Not malfunction,parameters are working correctly
605,12,59,6,29,5,Not malfunction,parameters are working correctly
477,17,55,12,26,9,Malfunction,PEEP
815,15,50,7,25,10,Malfunction,Tidal_Volume
446,14,56,9,22,5,Not malfunction,parameters are working correctly
651,18,45,9,20,3,Not malfunction,parameters are working correctly
501,13,48,7,26,3,Not malfunction,parameters are working correctly
505,15,30,7,26,6,Malfunction,FiO2
431,19,41,6,20,1,Not malfunction,parameters are working correctly
627,9,56,9,24,7,Malfunction,Respiratory_Rate
441,16,22,9,24,9,Malfunction,FiO2
477,14,45,9,29,3,Not malfunction,parameters are working correctly
523,18,48,5,28,1,Not malfunction,parameters are working correctly
635,10,46,8,22,10,Malfunction,Respiratory_Rate
514,18,26,8,31,10,Malfunction,FiO2
448,20,56,7,21,2,Not malfunction,parameters are working correctly
562,5,48,8,31,10,Malfunction,Respiratory_Rate
657,12,50,5,22,4,Not malfunction,parameters are working correctly
645,17,46,6,30,1,Not malfunction,parameters are working correctly
621,14,42,7,29,1,Not malfunction,parameters are working correctly
684,17,50,12,23,7,Malfunction,PEEP
475,14,58,6,27,1,Not malfunction,parameters are working correctly
413,15,45,9,20,1,Not malfunction,parameters are working correctly
503,17,27,6,24,8,Malfunction,FiO2
842,20,53,7,26,9,Malfunction,Tidal_Volume
579,14,29,7,27,8,Malfunction,FiO2
683,16,45,15,24,8,Malfunction,PEEP
582,12,42,6,22,2,Not malfunction,parameters are working correctly
629,16,56,10,27,3,Not malfunction,parameters are working correctly
549,14,51,9,22,2,Not malfunction,parameters are working correctly
467,17,55,8,40,6,Malfunction,PIP
672,12,54,8,20,1,Not malfunction,parameters are working correctly
601,15,51,13,25,7,Malfunction,PEEP
568,18,57,5,30,2,Not malfunction,parameters are working correctly
605,16,46,6,25,1,Not malfunction,parameters are working correctly
471,13,51,9,21,2,Not malfunction,parameters are working correctly
417,15,60,6,30,4,Not malfunction,parameters are working correctly
438,12,50,7,27,3,Not malfunction,parameters are working correctly
905,12,50,8,22,10,Malfunction,Tidal_Volume
617,19,58,7,27,2,Not malfunction,parameters are working correctly
530,15,42,10,21,4,Not malfunction,parameters are working correctly
441,17,46,7,29,3,Not malfunction,parameters are working correctly
530,15,53,14,30,10,Malfunction,PEEP
722,16,45,8,37,8,Malfunction,PIP
557,16,57,6,36,10,Malfunction,PIP
465,15,29,7,23,9,Malfunction,FiO2
448,16,40,7,20,2,Not malfunction,parameters are working correctly
338,17,50,7,37,8,Malfunction,PIP
475,12,47,6,30,3,Not malfunction,parameters are working correctly
522,6,40,6,24,10,Malfunction,Respiratory_Rate
499,13,56,5,21,1,Not malfunction,parameters are working correctly
931,15,47,6,25,8,Malfunction,Tidal_Volume
611,13,60,9,29,5,Not malfunction,parameters are working correctly
928,17,48,7,22,6,Malfunction,Tidal_Volume
459,20,52,9,23,5,Not malfunction,parameters are working correctly
583,14,25,7,25,6,Malfunction,FiO2
599,17,20,9,30,8,Malfunction,FiO2
569,15,29,8,25,7,Malfunction,FiO2
468,16,22,7,25,9,Malfunction,FiO2
562,10,53,7,22,10,Malfunction,Respiratory_Rate
525,14,43,8,23,2,Not malfunction,parameters are working correctly
446,14,60,6,27,2,Not malfunction,parameters are working correctly
977,14,46,9,23,7,Malfunction,Tidal_Volume
672,20,47,10,21,1,Not malfunction,parameters are working correctly
967,15,53,6,24,6,Malfunction,Tidal_Volume
493,15,50,5,22,5,Not malfunction,parameters are working correctly
654,14,58,8,26,3,Not malfunction,parameters are working correctly
611,9,52,6,26,6,Malfunction,Respiratory_Rate
409,15,53,14,23,9,Malfunction,PEEP
501,6,47,8,24,7,Malfunction,Respiratory_Rate
660,13,42,6,23,2,Not malfunction,parameters are working correctly
510,16,54,8,26,2,Not malfunction,parameters are working correctly
586,11,26,10,27,7,Malfunction,FiO2
479,14,55,8,28,4,Not malfunction,parameters are working correctly
566,7,52,8,19,8,Malfunction,Respiratory_Rate
554,17,53,8,23,5,Not malfunction,parameters are working correctly
669,15,55,10,24,3,Not malfunction,parameters are working correctly
526,6,57,5,23,9,Malfunction,Respiratory_Rate
971,20,53,7,21,8,Malfunction,Tidal_Volume
405,11,52,8,27,8,Malfunction,Respiratory_Rate
600,14,57,6,21,4,Not malfunction,parameters are working correctly
602,20,57,10,23,3,Not malfunction,parameters are working correctly
567,10,53,9,23,6,Malfunction,Respiratory_Rate
867,15,48,5,24,7,Malfunction,Tidal_Volume
453,9,46,6,23,8,Malfunction,Respiratory_Rate
657,18,45,10,21,5,Not malfunction,parameters are working correctly
417,19,45,6,30,5,Not malfunction,parameters are working correctly
417,17,60,6,20,5,Not malfunction,parameters are working correctly
463,13,50,10,20,3,Not malfunction,parameters are working correctly
641,13,56,12,23,8,Malfunction,PEEP
667,18,51,8,35,8,Malfunction,PIP
454,8,60,6,24,9,Malfunction,Respiratory_Rate
627,19,48,8,26,4,Not malfunction,parameters are working correctly
462,16,43,7,30,2,Not malfunction,parameters are working correctly
666,20,49,5,25,5,Not malfunction,parameters are working correctly
589,15,50,9,20,2,Not malfunction,parameters are working correctly
441,18,51,9,21,2,Not malfunction,parameters are working correctly
827,18,45,7,24,8,Malfunction,Tidal_Volume
628,17,55,10,26,2,Not malfunction,parameters are working correctly
471,19,57,8,30,3,Not malfunction,parameters are working correctly
540,6,57,8,23,7,Malfunction,Respiratory_Rate
414,16,60,10,25,2,Not malfunction,parameters are working correctly
568,13,52,9,35,6,Malfunction,PIP
591,17,51,8,21,1,Not malfunction,parameters are working correctly
617,16,54,15,23,8,Malfunction,PEEP
499,16,52,10,28,1,Not malfunction,parameters are working correctly
532,17,55,7,24,3,Not malfunction,parameters are working correctly
461,14,57,15,23,6,Malfunction,PEEP
493,15,58,10,29,1,Not malfunction,parameters are working correctly
620,20,45,6,29,1,Not malfunction,parameters are working correctly
531,19,49,6,25,4,Not malfunction,parameters are working correctly
670,15,60,6,24,2,Not malfunction,parameters are working correctly
668,14,29,7,30,6,Malfunction,FiO2
644,18,51,6,23,3,Not malfunction,parameters are working correctly
559,16,40,9,28,3,Not malfunction,parameters are working correctly
676,17,54,7,24,2,Not malfunction,parameters are working correctly
568,5,44,8,24,7,Malfunction,Respiratory_Rate
443,16,58,6,28,1,Not malfunction,parameters are working correctly
423,19,41,10,23,5,Not malfunction,parameters are working correctly
483,7,51,5,28,8,Malfunction,Respiratory_Rate
932,17,51,9,27,9,Malfunction,Tidal_Volume
540,16,44,8,40,9,Malfunction,PIP
432,15,49,5,25,5,Not malfunction,parameters are working correctly
579,12,58,5,29,2,Not malfunction,parameters are working correctly
558,15,49,9,22,4,Not malfunction,parameters are working correctly
575,15,44,7,20,4,Not malfunction,parameters are working correctly
649,19,60,9,27,2,Not malfunction,parameters are working correctly
547,6,48,6,23,8,Malfunction,Respiratory_Rate
916,15,43,6,23,6,Malfunction,Tidal_Volume
696,7,45,4,21,7,Malfunction,Respiratory_Rate
469,13,51,6,20,4,Not malfunction,parameters are working correctly
448,17,53,7,35,10,Malfunction,PIP
451,14,51,6,29,3,Not malfunction,parameters are working correctly
507,15,46,6,29,2,Not malfunction,parameters are working correctly
516,19,51,8,27,5,Not malfunction,parameters are working correctly
837,14,49,6,25,9,Malfunction,Tidal_Volume
492,16,56,10,26,3,Not malfunction,parameters are working correctly
553,20,47,8,30,2,Not malfunction,parameters are working correctly
584,16,24,7,25,10,Malfunction,FiO2
622,11,50,7,39,6,Malfunction,PIP
550,18,52,7,21,4,Not malfunction,parameters are working correctly
559,18,50,10,28,2,Not malfunction,parameters are working correctly
838,13,40,7,18,9,Malfunction,Tidal_Volume
593,16,41,8,26,4,Not malfunction,parameters are working correctly
508,13,45,8,21,1,Not malfunction,parameters are working correctly
595,15,45,8,27,2,Not malfunction,parameters are working correctly
462,12,47,10,29,1,Not malfunction,parameters are working correctly
601,10,50,8,22,9,Malfunction,Respiratory_Rate
462,20,48,8,22,4,Not malfunction,parameters are working correctly
537,19,56,10,20,1,Not malfunction,parameters are working correctly
510,17,42,9,20,4,Not malfunction,parameters are working correctly
682,19,51,8,24,1,Not malfunction,parameters are working correctly
456,12,56,6,21,1,Not malfunction,parameters are working correctly
917,14,43,6,22,8,Malfunction,Tidal_Volume
553,14,48,15,27,9,Malfunction,PEEP
715,17,50,13,28,6,Malfunction,PEEP
672,18,57,8,24,4,Not malfunction,parameters are working correctly
574,17,47,12,21,10,Malfunction,PEEP
419,16,52,6,21,1,Not malfunction,parameters are working correctly
873,17,45,7,24,7,Malfunction,Tidal_Volume
898,19,53,7,27,9,Malfunction,Tidal_Volume
682,19,44,10,21,3,Not malfunction,parameters are working correctly
490,19,54,5,29,4,Not malfunction,parameters are working correctly
640,14,42,7,27,2,Not malfunction,parameters are working correctly
657,19,50,6,23,2,Not malfunction,parameters are working correctly
527,13,39,14,23,6,Malfunction,PEEP
543,17,57,9,30,4,Not malfunction,parameters are working correctly
568,17,43,5,30,4,Not malfunction,parameters are working correctly
522,19,54,6,26,2,Not malfunction,parameters are working correctly
650,14,54,7,25,4,Not malfunction,parameters are working correctly
668,18,57,10,22,2,Not malfunction,parameters are working correctly
615,15,41,7,30,4,Not malfunction,parameters are working correctly
644,14,59,9,37,9,Malfunction,PIP
572,8,51,9,20,8,Malfunction,Respiratory_Rate
591,16,54,6,25,4,Not malfunction,parameters are working correctly
515,20,40,10,27,4,Not malfunction,parameters are working correctly
664,14,40,8,39,9,Malfunction,PIP
938,16,45,6,29,6,Malfunction,Tidal_Volume
444,9,55,8,27,7,Malfunction,Respiratory_Rate
483,19,48,6,21,1,Not malfunction,parameters are working correctly
424,16,44,6,24,5,Not malfunction,parameters are working correctly
512,19,29,10,25,7,Malfunction,FiO2
681,17,44,15,25,9,Malfunction,PEEP
649,11,52,7,24,9,Malfunction,Respiratory_Rate
448,14,51,15,27,7,Malfunction,PEEP
406,13,52,7,26,2,Not malfunction,parameters are working correctly
520,16,47,15,24,7,Malfunction,PEEP
514,17,24,7,27,10,Malfunction,FiO2
530,13,59,14,25,9,Malfunction,PEEP
547,12,42,7,26,2,Not malfunction,parameters are working correctly
445,17,59,7,25,4,Not malfunction,parameters are working correctly
559,8,49,5,21,6,Malfunction,Respiratory_Rate
486,15,25,6,25,6,Malfunction,FiO2
565,13,51,13,26,10,Malfunction,PEEP
692,19,51,10,21,3,Not malfunction,parameters are working correctly
599,17,54,13,22,6,Malfunction,PEEP
539,17,64,12,24,8,Malfunction,PEEP
687,16,45,8,24,4,Not malfunction,parameters are working correctly
669,17,52,6,25,3,Not malfunction,parameters are working correctly
573,13,51,7,39,8,Malfunction,PIP
503,18,34,8,38,9,Malfunction,PIP
589,14,44,7,27,4,Not malfunction,parameters are working correctly
612,14,58,10,26,3,Not malfunction,parameters are working correctly
626,10,47,5,22,9,Malfunction,Respiratory_Rate
817,15,49,8,25,8,Malfunction,Tidal_Volume
841,17,46,6,24,9,Malfunction,Tidal_Volume
592,15,27,4,27,7,Malfunction,FiO2
466,18,49,8,25,1,Not malfunction,parameters are working correctly
657,9,50,7,22,9,Malfunction,Respiratory_Rate
471,17,46,15,24,6,Malfunction,PEEP
533,13,47,9,24,2,Not malfunction,parameters are working correctly
533,13,49,9,29,3,Not malfunction,parameters are working correctly
660,19,48,8,28,2,Not malfunction,parameters are working correctly
592,18,50,10,29,5,Not malfunction,parameters are working correctly
642,15,55,8,24,1,Not malfunction,parameters are working correctly
374,16,25,7,23,9,Malfunction,FiO2
496,14,46,7,30,5,Not malfunction,parameters are working correctly
521,18,57,9,23,2,Not malfunction,parameters are working correctly
400,12,49,7,21,1,Not malfunction,parameters are working correctly
527,15,46,13,22,10,Malfunction,PEEP
556,16,43,9,28,5,Not malfunction,parameters are working correctly
613,13,51,8,27,3,Not malfunction,parameters are working correctly
463,19,56,7,23,3,Not malfunction,parameters are working correctly
563,17,56,7,23,3,Not malfunction,parameters are working correctly
567,15,20,7,28,8,Malfunction,FiO2
675,16,48,13,23,7,Malfunction,PEEP
598,19,51,4,35,10,Malfunction,PIP
692,20,45,6,29,3,Not malfunction,parameters are working correctly
438,13,40,9,25,1,Not malfunction,parameters are working correctly
673,17,58,7,28,4,Not malfunction,parameters are working correctly
550,9,46,8,27,7,Malfunction,Respiratory_Rate
546,14,58,15,24,7,Malfunction,PEEP
481,15,48,5,30,1,Not malfunction,parameters are working correctly
951,15,49,6,28,7,Malfunction,Tidal_Volume
600,16,30,7,22,6,Malfunction,FiO2
435,15,58,5,27,1,Not malfunction,parameters are working correctly
649,17,45,13,25,10,Malfunction,PEEP
442,15,48,14,24,9,Malfunction,PEEP
542,16,23,6,20,10,Malfunction,FiO2
685,17,58,10,25,1,Not malfunction,parameters are working correctly
514,14,51,15,27,6,Malfunction,PEEP
611,20,49,9,28,3,Not malfunction,parameters are working correctly
533,12,43,5,35,6,Malfunction,PIP
440,15,54,7,30,4,Not malfunction,parameters are working correctly
696,12,56,5,23,5,Not malfunction,parameters are working correctly
685,16,44,7,30,3,Not malfunction,parameters are working correctly
404,18,53,8,21,4,Not malfunction,parameters are working correctly
509,14,41,5,24,3,Not malfunction,parameters are working correctly
504,14,56,8,24,1,Not malfunction,parameters are working correctly
503,17,48,14,21,7,Malfunction,PEEP
419,15,44,9,30,2,Not malfunction,parameters are working correctly
680,15,21,8,22,9,Malfunction,FiO2
943,15,55,4,23,6,Malfunction,Tidal_Volume
568,16,54,9,27,2,Not malfunction,parameters are working correctly
616,10,42,6,25,7,Malfunction,Respiratory_Rate
908,14,58,8,26,9,Malfunction,Tidal_Volume
509,15,55,14,22,7,Malfunction,PEEP
619,15,60,9,25,3,Not malfunction,parameters are working correctly
890,16,45,7,25,10,Malfunction,Tidal_Volume
612,15,49,7,20,2,Not malfunction,parameters are working correctly
513,14,47,6,27,4,Not malfunction,parameters are working correctly
690,14,48,9,25,3,Not malfunction,parameters are working correctly
840,16,53,7,28,6,Malfunction,Tidal_Volume
534,20,60,5,23,4,Not malfunction,parameters are working correctly
463,17,47,5,24,5,Not malfunction,parameters are working correctly
608,9,45,5,26,6,Malfunction,Respiratory_Rate
470,14,52,5,22,1,Not malfunction,parameters are working correctly
472,12,40,6,29,3,Not malfunction,parameters are working correctly
674,5,47,8,27,9,Malfunction,Respiratory_Rate
996,17,48,7,27,6,Malfunction,Tidal_Volume
738,17,47,8,35,8,Malfunction,PIP
954,14,47,8,26,7,Malfunction,Tidal_Volume
906,12,52,7,26,10,Malfunction,Tidal_Volume
590,8,41,6,30,8,Malfunction,Respiratory_Rate
550,20,45,9,23,2,Not malfunction,parameters are working correctly
677,20,41,10,22,1,Not malfunction,parameters are working correctly
528,16,58,6,25,2,Not malfunction,parameters are working correctly
415,13,58,8,27,1,Not malfunction,parameters are working correctly
540,12,52,6,28,3,Not malfunction,parameters are working correctly
652,16,58,13,24,9,Malfunction,PEEP
676,16,47,9,22,2,Not malfunction,parameters are working correctly
500,20,46,9,29,1,Not malfunction,parameters are working correctly
617,13,40,9,25,4,Not malfunction,parameters are working correctly
414,16,46,9,29,1,Not malfunction,parameters are working correctly
537,5,51,6,24,8,Malfunction,Respiratory_Rate
521,19,29,9,23,10,Malfunction,FiO2
514,14,48,5,25,1,Not malfunction,parameters are working correctly
698,12,42,6,27,4,Not malfunction,parameters are working correctly
562,19,51,7,22,5,Not malfunction,parameters are working correctly
458,17,57,12,23,9,Malfunction,PEEP
534,10,47,8,30,7,Malfunction,Respiratory_Rate
587,17,57,8,40,8,Malfunction,PIP
433,16,51,12,26,10,Malfunction,PEEP
689,18,52,6,29,3,Not malfunction,parameters are working correctly
578,13,49,7,26,5,Not malfunction,parameters are working correctly
690,14,43,8,28,4,Not malfunction,parameters are working correctly
645,17,39,14,22,8,Malfunction,PEEP
540,17,57,14,23,10,Malfunction,PEEP
549,14,45,7,35,10,Malfunction,PIP
613,15,40,7,28,1,Not malfunction,parameters are working correctly
633,20,44,9,20,2,Not malfunction,parameters are working correctly
481,18,28,7,26,9,Malfunction,FiO2
493,16,48,15,25,7,Malfunction,PEEP
621,9,48,6,23,10,Malfunction,Respiratory_Rate
566,15,42,9,23,5,Not malfunction,parameters are working correctly
495,18,25,5,30,9,Malfunction,FiO2
649,14,58,5,20,4,Not malfunction,parameters are working correctly
647,19,44,8,27,4,Not malfunction,parameters are working correctly
664,17,49,8,37,10,Malfunction,PIP
639,15,58,5,22,4,Not malfunction,parameters are working correctly
531,16,40,8,24,4,Not malfunction,parameters are working correctly
507,17,58,8,27,1,Not malfunction,parameters are working correctly
555,12,55,9,37,9,Malfunction,PIP
567,13,50,10,26,5,Not malfunction,parameters are working correctly
549,20,57,5,23,2,Not malfunction,parameters are working correctly
537,16,41,6,29,5,Not malfunction,parameters are working correctly
596,13,44,14,25,10,Malfunction,PEEP
409,19,50,6,26,4,Not malfunction,parameters are working correctly
484,14,41,10,29,3,Not malfunction,parameters are working correctly
465,16,49,9,38,7,Malfunction,PIP
612,14,43,8,35,6,Malfunction,PIP
592,5,53,5,21,10,Malfunction,Respiratory_Rate
515,6,57,7,21,8,Malfunction,Respiratory_Rate
831,14,50,7,32,7,Malfunction,Tidal_Volume
626,5,53,6,27,6,Malfunction,Respiratory_Rate
551,19,28,6,23,8,Malfunction,FiO2
549,12,51,5,25,5,Not malfunction,parameters are working correctly
504,16,51,15,23,6,Malfunction,PEEP
581,12,51,14,27,7,Malfunction,PEEP
857,13,49,5,25,8,Malfunction,Tidal_Volume
528,14,53,9,28,2,Not malfunction,parameters are working correctly
550,15,49,9,35,9,Malfunction,PIP
501,17,28,9,26,7,Malfunction,FiO2
563,17,54,9,20,2,Not malfunction,parameters are working correctly
606,15,55,13,24,9,Malfunction,PEEP
917,10,39,7,27,9,Malfunction,Tidal_Volume
492,17,41,8,27,5,Not malfunction,parameters are working correctly
452,15,49,6,35,9,Malfunction,PIP
503,12,40,9,26,3,Not malfunction,parameters are working correctly
492,13,42,14,29,10,Malfunction,PEEP
953,12,51,9,25,10,Malfunction,Tidal_Volume
516,14,47,13,21,8,Malfunction,PEEP
996,18,50,7,24,8,Malfunction,Tidal_Volume
441,20,56,10,24,4,Not malfunction,parameters are working correctly
579,17,54,8,26,5,Not malfunction,parameters are working correctly
580,17,52,8,21,4,Not malfunction,parameters are working correctly
565,13,56,10,30,1,Not malfunction,parameters are working correctly
453,20,50,8,27,3,Not malfunction,parameters are working correctly
530,15,49,6,38,10,Malfunction,PIP
549,12,50,6,23,4,Not malfunction,parameters are working correctly
612,5,53,5,23,8,Malfunction,Respiratory_Rate
908,17,46,8,28,10,Malfunction,Tidal_Volume
605,13,40,5,22,5,Not malfunction,parameters are working correctly
439,12,56,7,23,4,Not malfunction,parameters are working correctly
578,18,52,7,20,1,Not malfunction,parameters are working correctly
629,12,51,7,23,2,Not malfunction,parameters are working correctly
500,8,49,7,26,6,Malfunction,Respiratory_Rate
609,19,43,9,28,3,Not malfunction,parameters are working correctly
535,18,24,8,20,9,Malfunction,FiO2
544,19,48,15,27,8,Malfunction,PEEP
611,15,51,10,27,2,Not malfunction,parameters are working correctly
420,18,55,5,23,4,Not malfunction,parameters are working correctly
551,10,48,6,26,8,Malfunction,Respiratory_Rate
673,15,40,7,23,2,Not malfunction,parameters are working correctly
562,14,58,8,35,10,Malfunction,PIP
593,9,48,6,27,10,Malfunction,Respiratory_Rate
911,15,53,5,24,6,Malfunction,Tidal_Volume
557,7,51,6,25,6,Malfunction,Respiratory_Rate
605,8,46,6,25,9,Malfunction,Respiratory_Rate
631,17,25,6,20,6,Malfunction,FiO2
417,15,54,5,21,3,Not malfunction,parameters are working correctly
553,13,26,5,24,10,Malfunction,FiO2
557,17,27,7,20,7,Malfunction,FiO2
612,11,47,8,38,9,Malfunction,PIP
583,16,26,6,21,10,Malfunction,FiO2
507,16,48,6,23,4,Not malfunction,parameters are working correctly
629,17,20,7,24,10,Malfunction,FiO2
969,15,52,7,22,10,Malfunction,Tidal_Volume
550,20,48,8,29,1,Not malfunction,parameters are working correctly
622,16,20,6,22,9,Malfunction,FiO2
818,17,53,7,28,6,Malfunction,Tidal_Volume
445,16,44,15,26,8,Malfunction,PEEP
468,16,52,7,40,10,Malfunction,PIP
534,17,40,5,21,2,Not malfunction,parameters are working correctly
549,5,56,7,23,7,Malfunction,Respiratory_Rate
671,12,42,9,21,3,Not malfunction,parameters are working correctly
461,12,51,6,20,5,Not malfunction,parameters are working correctly
551,13,59,5,30,2,Not malfunction,parameters are working correctly
503,9,54,6,24,9,Malfunction,Respiratory_Rate
552,16,53,8,36,9,Malfunction,PIP
457,9,54,7,25,9,Malfunction,Respiratory_Rate
551,14,21,9,23,7,Malfunction,FiO2
968,13,47,7,22,7,Malfunction,Tidal_Volume
449,14,51,5,21,3,Not malfunction,parameters are working correctly
635,20,25,9,28,10,Malfunction,FiO2
630,15,51,7,27,4,Not malfunction,parameters are working correctly
525,16,44,6,35,10,Malfunction,PIP
470,20,48,10,30,3,Not malfunction,parameters are working correctly
695,16,46,8,29,2,Not malfunction,parameters are working correctly
401,16,25,8,24,6,Malfunction,FiO2
572,19,22,8,24,7,Malfunction,FiO2
700,12,53,6,21,4,Not malfunction,parameters are working correctly
592,15,48,6,39,9,Malfunction,PIP
598,19,58,9,25,4,Not malfunction,parameters are working correctly
538,13,48,6,25,2,Not malfunction,parameters are working correctly
538,19,58,10,21,4,Not malfunction,parameters are working correctly
996,13,54,6,28,8,Malfunction,Tidal_Volume
654,18,57,8,36,9,Malfunction,PIP
604,15,60,6,20,3,Not malfunction,parameters are working correctly
925,12,52,7,23,7,Malfunction,Tidal_Volume
582,14,47,7,26,3,Not malfunction,parameters are working correctly
575,10,53,8,23,8,Malfunction,Respiratory_Rate
434,20,59,6,26,5,Not malfunction,parameters are working correctly
422,19,55,6,27,5,Not malfunction,parameters are working correctly
467,18,48,5,21,1,Not malfunction,parameters are working correctly
465,14,54,6,38,7,Malfunction,PIP
487,14,48,14,21,8,Malfunction,PEEP
493,14,48,12,27,7,Malfunction,PEEP
638,5,54,9,27,6,Malfunction,Respiratory_Rate
423,11,46,6,28,6,Malfunction,Respiratory_Rate
